,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
3212,103501,ALASKA CAREER COLLEGE,1415 E TUDOR ROAD,ANCHORAGE,AK,99507,1033,(907) 563-7575,3,A,467.0,ANCHORAGE,02020,USA,611210,JUNIOR COLLEGES,www.alaskacareercollege.edu,2017-11-28,IMAGERY/OTHER,2017-11-28,www.alaskacareercollege.edu,415.0,52.0,NOT AVAILABLE,alaskacareercollege,-3001320.5361259747,3380019.6993808793,-149.8569413583688,61.18145062817508,"POLYGON ((-3001327.371177485 3380093.885139277, -3001250.437051001 3380044.233388897, -3001315.466624449 3379944.180982884, -3001389.837581099 3379996.902550082, -3001327.371177485 3380093.885139277))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3213,460844,VIRGINIA COLLEGE-MACON,1901 PAUL WALSH DRIVE,MACON,GA,31206,3180,(478) 803-4831,3,M,-999.0,BIBB,13021,USA,611210,JUNIOR COLLEGES,https://www.vc.edu/locations/macon/,2017-11-06,IMAGERY/OTHER,2017-11-06,www.vc.edu,-999.0,-999.0,NOT AVAILABLE,virginiacollegemacon,1150664.6593258334,-608700.934495327,-83.67977671537902,32.812630969313254,"POLYGON ((1150568.039582669 -608663.5078008472, 1150746.225127387 -608637.1602433524, 1150765.458114374 -608738.9402405058, 1150576.099560585 -608762.5452643899, 1150568.039582669 -608663.5078008472))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3214,227836,BRIGHTWOOD COLLEGE-MCALLEN,1500 SOUTH JACKSON ROAD,MCALLEN,TX,78503,1625,(956) 630-1499,3,M,-999.0,HIDALGO,48215,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2018-02-20,IMAGERY/OTHER,2018-02-20,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegemcallen,-224512.00322819865,-1418327.8526836995,-98.20707176575146,26.186162337061536,"POLYGON ((-224543.2544838435 -1418256.733452946, -224460.1277531413 -1418273.776128777, -224479.8492180488 -1418398.292692659, -224564.4481317865 -1418382.005287037, -224543.2544838435 -1418256.733452946))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3215,467784,ALTIERUS CAREER COLLEGE-ATLANTA WEST,"2841 GREENBRIAR PARKWAY, SW",ATLANTA,GA,30331,2620,(678) 500-3400,2,D,-999.0,FULTON,13121,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,https://www.altierus.edu/campus/atlanta-west,2017-11-28,IMAGERY/OTHER,2020-01-31,https://www.altierus.org/campus/atlanta-west,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegeatlantawest,1062570.6812501354,-522215.3692230019,-84.49654813278867,33.68922909590423,"POLYGON ((1062500.196629853 -522201.2533685298, 1062609.337782591 -522147.5096270438, 1062641.282273533 -522231.2506812877, 1062530.429925397 -522282.0193105834, 1062500.196629853 -522201.2533685298))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3221,442727,ALTIERUS CAREER COLLEGE-AUSTIN,"9100 US HWY 290 EAST, BUILDING 1, SUITE 100",AUSTIN,TX,78724,NOT AVAILABLE,(512) 927-8587,2,D,-999.0,TRAVIS,48453,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.everest.edu/campus/austin,2018-02-26,IMAGERY/OTHER,2018-02-26,https://www.altierus.org/campus/austin,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegeaustin,-160055.08403481782,-960357.2800826052,-97.65528021836678,30.329983582796856,"POLYGON ((-160115.8333363674 -960273.3328506462, -160005.3250716585 -960270.7221879293, -159997.1252716102 -960389.5916968497, -160011.3579835583 -960444.736441893, -160098.9227006384 -960451.0615982832, -160115.8333363674 -960273.3328506462))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3222,156471,GALEN COLLEGE OF NURSING-LOUISVILLE,"1031 ZORN AVENUE , SUITE 400",LOUISVILLE,KY,40207,NOT AVAILABLE,(502) 410-6200,3,A,2151.0,JEFFERSON,21111,USA,611210,JUNIOR COLLEGES,www.galencollege.edu/louisville,2017-12-20,IMAGERY/OTHER,2017-12-20,www.galencollege.edu/louisville,1954.0,197.0,NOT AVAILABLE,galencollegenursinglouisville,894877.863173149,-29672.775912048706,-85.69615102672118,38.27685651163939,"POLYGON ((894814.7142789959 -29678.61570783308, 894878.5253223482 -29615.8013891058, 894942.4725612125 -29661.90813873609, 894874.5295428219 -29732.51828834678, 894814.7142789959 -29678.61570783308))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3224,443854,ALTIERUS CAREER COLLEGE-ARLINGTON,300 SIX FLAGS DRIVE,ARLINGTON,TX,76011,6630,(817) 649-6033,2,D,-999.0,TARRANT,48439,USA,611210,JUNIOR COLLEGES,www.everest.edu/campus/arlington_mid_cities_,2018-02-26,IMAGERY/OTHER,2018-02-26,https://www.altierus.org/campus/mid-cities,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegearlington,-99115.74023051861,-693590.4181236671,-97.05709729045043,32.74383700791986,"MULTIPOLYGON (((-99418.41269176843 -693487.5891360183, -99310.70056801279 -693402.0621720147, -98822.69643436051 -693489.2147417573, -98874.3368544689 -693806.6170354725, -99409.32828083802 -693665.8270931996, -99418.41269176843 -693487.5891360183)), ((-99312.54839065844 -693401.73206132, -99310.31745878584 -693401.7579649779, -99310.70056801279 -693402.0621720147, -99312.54839065844 -693401.73206132)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3225,444565,CULINARY INSTITUTE INC,7070 ALLENSBY,HOUSTON,TX,77022,4322,(713) 358-5070,3,A,413.0,HARRIS,48201,USA,611210,JUNIOR COLLEGES,www.culinaryinstitute.edu,2018-02-26,IMAGERY/OTHER,2018-02-26,www.culinaryinstitute.edu,339.0,74.0,NOT AVAILABLE,culinaryinstituteinc,60469.236396445194,-1017748.1372056259,-95.3786225614271,29.823510887062287,"POLYGON ((60446.16852287792 -1017706.349035173, 60494.35255537773 -1017709.185977957, 60493.05388676713 -1017790.435459718, 60443.00259385283 -1017785.501155619, 60446.16852287792 -1017706.349035173))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3226,456861,BEAUTY SCHOOLS OF AMERICA-HOMESTEAD,"600 NE 22 TERRACE, #108",HOMESTEAD,FL,33030,NOT AVAILABLE,(305) 824-2400,3,A,267.0,MIAMI-DADE,12086,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,www.bsa.edu,2018-03-02,IMAGERY/OTHER,2020-01-31,www.bsa.edu,243.0,24.0,NOT AVAILABLE,beautyschoolsamericahomestead,1588043.0790274611,-1363997.6976611866,-80.44627592675644,25.47587777453695,"POLYGON ((1588006.458790631 -1363970.575839225, 1588067.085861452 -1363960.135310725, 1588078.35936621 -1364025.598132818, 1588020.618837162 -1364035.541582005, 1588006.458790631 -1363970.575839225))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3227,459967,SOUTHERN CAREERS INSTITUTE-BROWNSVILLE,935 N. EXPRESSWAY,BROWNSVILLE,TX,78520,NOT AVAILABLE,(512) 437-7500,3,A,362.0,CAMERON,48061,USA,611511,COSMETOLOGY AND BARBER SCHOOLS,www.scitexas.edu,2018-02-26,IMAGERY/OTHER,2018-02-26,www.scitexas.edu,362.0,-999.0,NOT AVAILABLE,southerncareersinstitutebrownsville,-153132.77979085362,-1447431.0619508917,-97.50083161362787,25.936618388480817,"POLYGON ((-153153.7887601373 -1447377.513896917, -153102.591676466 -1447383.026549086, -153108.6475464657 -1447480.882189881, -153164.9687569931 -1447479.955509163, -153153.7887601373 -1447377.513896917))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3228,190372,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART,7 EAST 7TH STREET,NEW YORK,NY,10003,7120,(212) 353-4100,2,A,1447.0,NEW YORK,36061,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://cooper.edu/about/contact,2018-09-11,IMAGERY/OTHER,2018-09-11,www.cooper.edu,952.0,495.0,NOT AVAILABLE,cooperunionforadvancementscienceart,1831988.8003151217,414102.5158416775,-73.99030078638974,40.729034009443154,"MULTIPOLYGON (((1831947.510093174 414108.1336260607, 1831944.164814442 414164.2380723894, 1831990.91935372 414164.487968601, 1831974.460433205 414100.7249709733, 1831947.510093174 414108.1336260607)), ((1831982.738191994 414024.9879789893, 1831998.359506971 414080.1543296167, 1832029.271831054 414070.8277856091, 1832013.377538712 414014.2332304013, 1831982.738191994 414024.9879789893)), ((1832026.968443316 414189.8924459413, 1832030.520777161 414200.5632031283, 1832075.197213184 414213.6002098818, 1832075.287127435 414195.6622988545, 1832055.050690485 414183.7423325547, 1832026.968443316 414189.8924459413)), ((1831884.153469435 413974.3279272571, 1831889.707898813 413995.6956685208, 1831919.396045533 413985.5317110309, 1831921.780077606 413962.0357763973, 1831884.153469435 413974.3279272571)), ((1832095.450089612 414261.8525841649, 1832106.855589051 414265.8886016106, 1832113.589593468 414245.7398643219, 1832102.495687315 414241.649592179, 1832095.450089612 414261.8525841649)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3230,227003,ALTIERUS CAREER COLLEGE-SAN ANTONIO,6550 FIRST PARK TEN,SAN ANTONIO,TX,78213,4302,(210) 732-7800,2,D,-999.0,BEXAR,48029,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.everest.edu/campus/san_antonio,2018-02-20,IMAGERY/OTHER,2018-02-20,https://www.altierus.org/campus/san-antonio,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegesanantonio,-248256.6653493247,-1051614.0042942995,-98.54077819921018,29.488654695797077,"POLYGON ((-248277.3722962731 -1051515.947378472, -248222.5182545873 -1051517.475769401, -248220.8474455782 -1051657.89103185, -248270.8397447417 -1051715.60074781, -248313.6562907258 -1051682.745488532, -248278.5690658979 -1051625.676100352, -248277.3722962731 -1051515.947378472))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3231,190600,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,524 W 59TH ST,NEW YORK,NY,10019,NOT AVAILABLE,(212) 237-8000,1,A,17789.0,NEW YORK,36061,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.jjay.cuny.edu/building-floor-plans,2018-09-11,IMAGERY/OTHER,2018-09-11,www.jjay.cuny.edu,15394.0,2395.0,NOT AVAILABLE,cunyjohnjaycollegecriminaljustice,1831039.5374225643,418597.4745671222,-73.98848574536322,40.77038120913696,"POLYGON ((1831000.37413443 418641.1172285331, 1831091.96860502 418616.040392264, 1831078.244734807 418553.883630282, 1830987.552419821 418578.6384530079, 1831000.37413443 418641.1172285331))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3232,431886,BRIGHTWOOD COLLEGE-SAN ANTONIO-INGRAM,6441 NW LOOP 410,SAN ANTONIO,TX,78238,NOT AVAILABLE,(210) 348-4500,3,M,-999.0,BEXAR,48029,USA,611210,JUNIOR COLLEGES,www.brightwood.edu,2018-02-26,IMAGERY/OTHER,2018-02-26,www.brightwood.edu,-999.0,-999.0,NOT AVAILABLE,brightwoodcollegesanantonioingram,-256333.61658581832,-1054136.2903346408,-98.62265453987533,29.463846214387402,"POLYGON ((-256422.5873848029 -1054103.008977671, -256333.1366336066 -1054051.095835894, -256251.8148476007 -1054140.243225069, -256322.2223932285 -1054237.956485808, -256422.5873848029 -1054103.008977671))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3234,438179,BROOKLINE COLLEGE-TUCSON,"5441 E. 22ND ST, STE.125",TUCSON,AZ,85711,NOT AVAILABLE,(520) 748-9799,3,A,322.0,PIMA,04019,USA,611210,JUNIOR COLLEGES,www.brooklinecollege.edu,2018-03-01,IMAGERY/OTHER,2018-03-01,www.brooklinecollege.edu,290.0,32.0,NOT AVAILABLE,brooklinecollegetucson,-1398347.0973979132,-639291.1073399741,-110.87633515486739,32.20802487576408,"POLYGON ((-1398413.808224552 -639238.9326608001, -1398267.765714078 -639263.2340801345, -1398280.654492793 -639342.9401991301, -1398425.718527903 -639319.6018916992, -1398413.808224552 -639238.9326608001))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3235,133997,FLORIDA CAREER COLLEGE-MIAMI,"1321 SW 107 AVENUE, SUITE 201B",MIAMI,FL,33174,NOT AVAILABLE,(786) 534-0501,3,A,485.0,MIAMI-DADE,12086,USA,611210,JUNIOR COLLEGES,www.floridacareercollege.edu/,2018-03-01,IMAGERY/OTHER,2018-03-01,www.floridacareercollege.edu/,444.0,41.0,NOT AVAILABLE,floridacareercollegemiami,1590760.0260035198,-1332083.7526761307,-80.36712565577837,25.75558322313589,"POLYGON ((1590650.392551873 -1331970.644857851, 1590812.694794055 -1331938.93858768, 1590872.516507711 -1332194.638886873, 1590703.736398486 -1332227.466823135, 1590650.392551873 -1331970.644857851))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3236,445434,ALTIERUS CAREER COLLEGE-ORANGE PARK,805 WELLS RD,ORANGE PARK,FL,32073,2301,(904) 264-9122,2,D,-999.0,CLAY,12019,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.everest.edu/campus/orange_park,2018-03-02,IMAGERY/OTHER,2018-03-02,https://www.altierus.org/campus/orange-park,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegeorangepark,1379018.5796553625,-869229.6029729056,-81.70598870049619,30.188339037115625,"POLYGON ((1378931.327288661 -869114.0927824599, 1378969.807958612 -869097.3304819198, 1379119.637894626 -869253.5791144704, 1379080.048148417 -869296.5546724865, 1379053.183124525 -869342.5263361975, 1379028.458855676 -869365.126743452, 1379016.330177173 -869360.3669604632, 1378955.024821259 -869203.1480471516, 1378931.327288661 -869114.0927824599))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3239,460358,ALTIERUS CAREER COLLEGE-FORT WORTH SOUTH,LA GRAN PLAZA 4200 S FWY SUITE 1940,FT WORTH,TX,76115,1407,(817) 566-7700,2,D,-999.0,TARRANT,48439,USA,611210,JUNIOR COLLEGES,www.everest.edu/campus/fort_worth_south,2018-02-27,IMAGERY/OTHER,2018-02-27,https://www.altierus.org/campus/fort-worth-south,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegefortworthsouth,-124336.14604769148,-699554.4874800955,-97.3251208456022,32.68709307469927,"POLYGON ((-124356.798421157 -699523.9903006046, -124304.1629866125 -699540.5894774251, -124316.249461083 -699585.5948817144, -124367.9738270361 -699567.7421657372, -124356.798421157 -699523.9903006046))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3240,476726,RIO GRANDE VALLEY COLLEGE,5419 NORTH CAGE BOULEVARD,PHARR,TX,78577,2106,(956) 781-6800,3,A,689.0,HIDALGO,48215,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.rgvcareers.edu,2018-02-27,IMAGERY/OTHER,2018-02-27,www.rgvcareers.edu,626.0,63.0,NOT AVAILABLE,riograndevalleycollege,-223613.02614296527,-1415985.6538811983,-98.1987928690608,26.207492786825156,"POLYGON ((-223644.9124025517 -1415927.571906193, -223556.9538125733 -1415944.196203098, -223576.5437762958 -1416028.767290008, -223598.0473011997 -1416042.093170187, -223667.9406003681 -1416029.2005449, -223644.9124025517 -1415927.571906193))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3242,441016,ALTIERUS CAREER COLLEGE-HOUSTON HOBBY,7151 OFFICE CITY DR,HOUSTON,TX,77087,2737,(713) 645-7404,2,D,-999.0,HARRIS,48201,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.everest.edu/campus/houston_hobby,2018-02-26,IMAGERY/OTHER,2018-02-26,https://www.altierus.org/campus/houston-hobby,-999.0,-999.0,NOT AVAILABLE,altieruscareercollegehoustonhobby,69161.90566589983,-1031261.5075357406,-95.29038055930079,29.701033343103695,"POLYGON ((69156.17394412584 -1031166.129363702, 69201.36395854727 -1031161.821127956, 69200.20666156965 -1031191.899411704, 69198.45842400883 -1031235.434258379, 69203.61792827222 -1031272.584962776, 69219.2256629581 -1031311.236912076, 69207.60794759387 -1031338.231419885, 69181.14606670648 -1031335.272203525, 69139.3044850834 -1031322.937087978, 69079.29443964905 -1031300.456169616, 69106.15661203672 -1031265.430339398, 69144.69783343886 -1031211.322505503, 69156.17394412584 -1031166.129363702))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3244,103778,THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,1 GLOBAL PLACE,GLENDALE,AZ,85306,6000,NOT AVAILABLE,1,C,-999.0,MARICOPA,04013,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.asu.edu/map/pdf/asu_map_thunderbird_current.pdf,2018-02-27,IMAGERY/OTHER,2018-02-27,https://thunderbird.asu.edu/,-999.0,-999.0,NOT AVAILABLE,thunderbirdschoolglobalmanagement,-1492100.9672772398,-464014.89490427176,-112.18140805611915,33.62241702177744,"POLYGON ((-1492549.548000646 -464242.8719547096, -1492443.009389941 -463642.5977854567, -1491650.137156426 -463782.0788626726, -1491763.443537478 -464389.1835971906, -1492349.651074503 -464284.0834599707, -1492377.642784974 -464277.7231950773, -1492549.548000646 -464242.8719547096))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3245,484686,UNIVERSITY OF PHOENIX-LOUISIANA,2431 S ACADIAN THRUWAY,BATON ROUGE,LA,70808,NOT AVAILABLE,(866) 766-0766,3,A,33.0,EAST BATON ROUGE,22033,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.phoenix.edu,2018-03-13,IMAGERY/OTHER,2018-03-13,www.phoenix.edu,15.0,18.0,NOT AVAILABLE,universityphoenixlouisiana,468178.91436647583,-939110.9972695652,-91.15048167247632,30.422434298108953,"POLYGON ((468129.4262336578 -939108.3794251049, 468140.3509276489 -939088.7786054581, 468191.758682662 -939086.0427037607, 468225.4795710409 -939096.9275679163, 468194.2615009687 -939150.3644531259, 468129.4262336578 -939108.3794251049))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3246,450535,ARGOSY UNIVERSITY-NASHVILLE,"100 CENTERVIEW DR, SUITE 225",NASHVILLE,TN,37214,NOT AVAILABLE,(615) 525-2800,3,M,-999.0,DAVIDSON,47037,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.argosy.edu/nashville/,2018-02-28,IMAGERY/OTHER,2018-02-28,www.argosy.edu/nashville/,-999.0,-999.0,NOT AVAILABLE,argosyuniversitynashville,837774.3210671443,-272751.3836746944,-86.63508855836594,36.1546621287883,"POLYGON ((837671.1467525719 -272794.1871958532, 837676.9465557863 -272725.6404195676, 837769.5544095831 -272725.6542534683, 837844.2389525216 -272676.5518985754, 837856.5680024233 -272688.0219118075, 837880.6472619218 -272738.6260049624, 837784.893820434 -272807.9485934172, 837671.1467525719 -272794.1871958532))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3250,469142,CORTIVA INSTITUTE-PHOENIX,"10000 NORTH 31 AVENUE, METRO CENTER BUSINESS PARK, BLDG D, #100",PHOENIX,AZ,85051,3470,(602) 331-4325,3,A,309.0,MARICOPA,04013,USA,611519,OTHER TECHNICAL AND TRADE SCHOOLS,www.steinered.com/,2018-03-01,IMAGERY/OTHER,2018-03-01,www.steinered.com/,286.0,23.0,NOT AVAILABLE,cortivainstitutephoenix,-1487980.7716572788,-469842.7240111225,-112.12659431198699,33.57724092001929,"POLYGON ((-1488006.040654974 -469817.1551940751, -1487951.789581726 -469824.7039906763, -1487954.002758116 -469867.2041610083, -1488010.363564175 -469861.4231290651, -1488006.040654974 -469817.1551940751))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3251,204671,OHIO STATE UNIVERSITY-LIMA CAMPUS,4240 CAMPUS DR,LIMA,OH,45804,NOT AVAILABLE,(419) 995-8600,1,A,1146.0,ALLEN,39003,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://lima.osu.edu/aboutus/campus-maps-and-directions.html,2018-09-21,IMAGERY/OTHER,2018-09-21,lima.osu.edu/,1010.0,136.0,10803035,ohiostateuniversitylimacampus,1003283.4968347009,258813.33812129518,-84.02735242449144,40.73704636084397,"POLYGON ((1003262.062732983 259081.9776070634, 1003396.326171268 259192.458584777, 1003645.5126373 259055.8537103489, 1003707.810343885 258547.5436923014, 1003340.13314671 258518.179807504, 1003285.703658809 258563.7664179767, 1002912.868241134 258500.1594387262, 1002837.636164938 259024.3528043838, 1003262.062732983 259081.9776070634))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3254,485290,NATIONAL AMERICAN UNIVERSITY-HAROLD D. BUCKINGHAM GRADUATE SCHOOL,"6836 AUSTIN CENTER BLVD, SUITE 270",AUSTIN,TX,78731,3151,(512) 813-2300,3,A,533.0,TRAVIS,48453,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.national.edu/austin-graduate-center-harold-d-buckingham-graduate-center/,2018-08-27,IMAGERY/OTHER,2018-08-27,www.national.edu/,480.0,53.0,NOT AVAILABLE,nationalamericanuniversityharolddbuckinghamgraduateschool,-169373.27167001684,-957826.8448588947,-97.75212790041849,30.351235306122923,"POLYGON ((-169396.2212949509 -957814.7961102825, -169359.8016506296 -957803.554038318, -169349.749535568 -957838.9060114789, -169387.6905566558 -957849.7857090981, -169396.2212949509 -957814.7961102825))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
3257,480514,VATTEROTT COLLEGE-FAIRVIEW HEIGHTS,110 COMMERCE LANE,FAIRVIEW HEIGHTS,IL,62208,NOT AVAILABLE,(618) 293-0025,3,M,-999.0,ST. CLAIR,17163,USA,611210,JUNIOR COLLEGES,www.vatterott.edu,2018-04-09,IMAGERY/OTHER,2018-04-09,www.vatterott.edu,-999.0,-999.0,NOT AVAILABLE,vatterottcollegefairviewheights,520433.2347103331,-27526.0369870482,-89.98905882521574,38.597499213370014,"POLYGON ((520397.9346198119 -27501.99405926346, 520468.2262860601 -27502.64896730287, 520470.4651022178 -27549.09081706175, 520396.9511350613 -27549.70732047503, 520397.9346198119 -27501.99405926346))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
